(Carine le Britannia, Carine ne Britannia)
(Turn 9.34, Japan)
(Turn 9.34, Odysseus eu Britannia)
(Turn 9.34, Empress Tianzi)
(Geass vs. Geass, Geass vs. Geass (episode))
(Battle of Mt.Fuji, Battle of Mt. Fuji)
(Japanese Resistance, Japan Liberation Front)
(Japanese Resistance, Ohgi)
(Japanese Resistance, Kyoshiro Tohdoh)
(Japanese Resistance, Black Knights)
(Japanese Resistance, Cornelia li Britannia)
(Japanese Resistance, At Least with Sorrow (episode))
(Japanese Resistance, Assault on Tokyo Settlement)
(Japanese Resistance, Sutherland)
(Japanese Resistance, Villetta Nu)
(Japanese Resistance, Four Holy Swords)
(Japanese Resistance, Japanese Liberation Front)
(Japanese Resistance, Japanese Resistance)
(Japanese Resistance, The Stolen Mask (episode))
(Japanese Resistance, Kaguya Sumeragi)
(Japanese Resistance, Black Rebellion)
(Japanese Resistance, Holy Empire of Britannia)
(Alicia Lohmeyer, Area 11)
(Alicia Lohmeyer, F.L.E.I.J.A.)
(Alicia Lohmeyer, Suzaku)
(Alicia Lohmeyer, Viceroy)
(Alicia Lohmeyer, Britannian Military)
(Alicia Lohmeyer, Britannian)
(Alicia Lohmeyer, Zero)
(Alicia Lohmeyer, Nunnally)
(Alicia Lohmeyer, Holy Britannian Empire)
(Sayoko, Sayoko Shinozaki)
(Marianne vi Britannia, Ganymede)
(Marianne vi Britannia, Anya Alstreim)
(Marianne vi Britannia, Bismarck Waldstein)
(Marianne vi Britannia, Schneizel el Britannia)
(Marianne vi Britannia, C.C.)
(Marianne vi Britannia, Euphemia)
(Marianne vi Britannia, Britannian Imperial Family)
(Marianne vi Britannia, Ragnarök)
(Marianne vi Britannia, Mordred)
(Marianne vi Britannia, Cornelia li Britannia)
(Marianne vi Britannia, Holy Britannian Empire)
(Marianne vi Britannia, Nunnally vi Britannia)
(Marianne vi Britannia, Kanon Maldini)
(Marianne vi Britannia, Lelouch)
(Marianne vi Britannia, Ragnarök Connection)
(Marianne vi Britannia, Euphemia li Britannia)
(Marianne vi Britannia, Nunnally)
(Marianne vi Britannia, V.V.)
(Marianne vi Britannia, Geass)
(Marianne vi Britannia, Britannian)
(Marianne vi Britannia, Charles zi Britannia)
(Marianne vi Britannia, Code Geass: Nunnally in Wonderland)
(Marianne vi Britannia, Clovis)
(Marianne vi Britannia, Kari Wahlgren)
(Marianne vi Britannia, Cornelia)
(Marianne vi Britannia, Knights of the Round)
(Marianne vi Britannia, Lelouch vi Britannia)
(Marianne vi Britannia, Emperor Dismissed (episode))
(Marianne vi Britannia, Britannian Military)
(Marianne vi Britannia, Jeremiah Gottwald)
(Sugiyama, Kento Sugiyama)
(Main Staff, CLAMP)
(Main Staff, Sunrise)
(Port Yokosuka, Japan Liberation Front)
(Port Yokosuka, Holy Britannian Empire)
(Port Yokosuka, Zero)
(Port Yokosuka, Tokyo Concession)
(Port Yokosuka, Black Knights Submarine)
(Vincent Ward, Factsphere Sensor)
(Vincent Ward, Lancelot)
(Vincent Ward, Maser Vibration Sword)
(Vincent Ward, Yggdrasil Drive)
(Vincent Ward, Gareth)
(Vincent Ward, Stun Tonfa)
(Vincent Ward, Landspinner Propulsion System)
(Vincent Ward, Re;)
(Vincent Ward, Britannian Army)
(Vincent Ward, Chinese Federation)
(Vincent Ward, Holy Britannian Empire)
(Vincent Ward, Power of Passion)
(Vincent Ward, Gloucester)
(Vincent Ward, Energy Filler)
(Vincent Ward, Slash Harken)
(Vincent Ward, Battle at the 'Mausoleum of Eighty-Eight Emperors')
(Vincent Ward, Cockpit Ejection System)
(Vincent Ward, Vincent)
(Vincent Ward, Float System)
(Vincent Ward, Sutherland)
(Nunnally Held Hostage (episode), Clovis)
(Nunnally Held Hostage (episode), Mao)
(Nunnally Held Hostage (episode), Ashford Academy)
(Nunnally Held Hostage (episode), Rakshata)
(Nunnally Held Hostage (episode), Euphemia)
(Nunnally Held Hostage (episode), Kallen)
(Nunnally Held Hostage (episode), Genbu Kururugi)
(Nunnally Held Hostage (episode), Suzaku)
(Nunnally Held Hostage (episode), Tohdoh)
(Nunnally Held Hostage (episode), Euphemia li Britannia)
(Nunnally Held Hostage (episode), Kallen Kōzuki)
(Nunnally Held Hostage (episode), Ohgi)
(Nunnally Held Hostage (episode), Britannia)
(Nunnally Held Hostage (episode), Nunnally)
(Nunnally Held Hostage (episode), Shirley)
(Nunnally Held Hostage (episode), Lloyd)
(Nunnally Held Hostage (episode), Japan)
(Nunnally Held Hostage (episode), Guren Mk-II)
(Nunnally Held Hostage (episode), Milly)
(Nunnally Held Hostage (episode), Suzaku Kururugi)
(Nunnally Held Hostage (episode), India)
(Nunnally Held Hostage (episode), Rivalz)
(Nunnally Held Hostage (episode), Naomi Inoue)
(Nunnally Held Hostage (episode), Cornelia's Gloucester)
(Nunnally Held Hostage (episode), Villetta)
(Nunnally Held Hostage (episode), Black Knights)
(Nunnally Held Hostage (episode), Student Council)
(Nunnally Held Hostage (episode), Battle of Port Yokosuka)
(Nunnally Held Hostage (episode), Milly Ashford)
(Nunnally Held Hostage (episode), Sayoko Shinozaki)
(Nunnally Held Hostage (episode), Lelouch)
(Nunnally Held Hostage (episode), Marianne)
(Nunnally Held Hostage (episode), Sayoko)
(Nunnally Held Hostage (episode), Inoue)
(Nunnally Held Hostage (episode), Geass)
(Nunnally Held Hostage (episode), C.C.)
(Nunnally Held Hostage (episode), Lancelot)
(Nunnally Held Hostage (episode), Diethard Ried)
(Nunnally Held Hostage (episode), Cecile)
(Nunnally Held Hostage (episode), Chinese Federation)
(Nunnally Held Hostage (episode), Lloyd Asplund)
(Nunnally Held Hostage (episode), Cornelia li Britannia)
(Nunnally Held Hostage (episode), Villetta Nu)
(Nunnally Held Hostage (episode), Cornelia)
(Nunnally Held Hostage (episode), Kyoto House)
(Nunnally Held Hostage (episode), Nunnally vi Britannia)
(Nunnally Held Hostage (episode), Arthur)
(Nunnally Held Hostage (episode), Lelouch vi Britannia)
(Nunnally Held Hostage (episode), Diethard)
(Nunnally Held Hostage (episode), Kaname Ohgi)
(Nunnally Held Hostage (episode), Nina)
(Fantasy Seduction Club, Sayoko)
(Fantasy Seduction Club, Lelouch)
(Shinkirō, Shinkiro)
(Energy Wing System, Cecile Croomy)
(Energy Wing System, Lancelot Albion)
(Energy Wing System, Air Glide System)
(Energy Wing System, Valkyrie Squadron)
(Energy Wing System, Lloyd Asplund)
(Energy Wing System, Luciano Bradley)
(Energy Wing System, Knights of the Round Uprising)
(Energy Wing System, Guren S.E.I.T.E.N. Eight Elements)
(Energy Wing System, Second Assault on Tokyo Settlement)
(Energy Wing System, Rakshata Chawla)
(Energy Wing System, Knight of Rounds)
(Energy Wing System, Camelot)
(Energy Wing System, Guren Flight-Enabled Version)
(Prius Batore Us, Bartley Asprius)
(Code Geass DS, Code Geass: Lelouch of the Rebellion (Game))
(Energy Wing system, Energy Wing System)
(Joji Nakata, Diethard Reid)
(Though Elevators, Thought Elevator)
(Katase, Tatewaki Katase)
(Attack Cornelia, Attack Cornelia (episode))
(Alfred, Alfred G. Darlton)
(Charles' Father, Britannian)
(Charles' Father, Marianne vi Britannia)
(Charles' Father, Code Geass: Nightmare of Nunnally)
(Charles' Father, Geass)
(Charles' Father, Clovis la Britannia)
(Charles' Father, Cornelia li Britannia)
(Charles' Father, Carine ne Britannia)
(Charles' Father, Britannian Imperial Family)
(Charles' Father, Charles)
(Charles' Father, Guinevere de Britannia)
(Charles' Father, Nunnally vi Britannia)
(Charles' Father, Gabrielle la Britannia)
(Charles' Father, Euphemia li Britannia)
(Charles' Father, Lelouch vi Britannia)
(Charles' Father, Schneizel el Britannia)
(Charles' Father, Holy Britannian Empire)
(Charles' Father, V.V.)
(Charles' Father, Odysseus eu Britannia)
(Charles' Father, Charles zi Britannia)
(Gao Hai, Britannians)
(Gao Hai, High Eunuchs)
(Gao Hai, Geass)
(Gao Hai, Chinese Consulate)
(Gao Hai, Calares)
(Gao Hai, Viceroy)
(Gao Hai, Black Knights)
(Gao Hai, Chinese)
(Gao Hai, Area 11)
(Gao Hai, Chinese Federation)
(Gao Hai, Li Xingke)
(Gao Hai, Empress Tianzi)
(Gao Hai, Babel Tower)
(Akatsuki Mass-Production Model, Cornelia li Britannia)
(Akatsuki Mass-Production Model, The Black Knights)
(Akatsuki Mass-Production Model, Air Glide System)
(Akatsuki Mass-Production Model, Revolving Blade Sword)
(Akatsuki Mass-Production Model, Slash Harken)
(Akatsuki Mass-Production Model, Shinichirō Tamaki)
(Akatsuki Mass-Production Model, Landspinner Propulsion System)
(Akatsuki Mass-Production Model, Zangetsu)
(Akatsuki Mass-Production Model, Amanecer)
(Akatsuki Mass-Production Model, Gekka)
(Akatsuki Mass-Production Model, Chinese Federation)
(Akatsuki Mass-Production Model, Akatsuki Command Model Zikisan)
(Akatsuki Mass-Production Model, Kento Sugiyama)
(Akatsuki Mass-Production Model, Japan)
(Akatsuki Mass-Production Model, Yggdrasil Drive)
(Akatsuki Mass-Production Model, Landspinner)
(Akatsuki Mass-Production Model, Knightmare Frame)
(Akatsuki Mass-Production Model, Battle at Xiaopei)
(Akatsuki Mass-Production Model, Energy Filler)
(Akatsuki Mass-Production Model, Cockpit Ejection System)
(Akatsuki Mass-Production Model, Order of the Black Knights)
(Akatsuki Mass-Production Model, Geass Hunt)
(Arabesque, Rolo Lamperouge)
(Arabesque, Code Geass)
(Christopher Sabat, Gene Smilas)
(Shinichiro Tamaki, Shinichirō Tamaki)
(Float System, Knightmare)
(Float System, Energy Wing system)
(Float System, Holy Britannian Empire)
(Float System, Air Glide System)
(Float System, Lancelot Albion)
(Float System, Gawain)
(Float System, Black Knights)
(Float System, Guren S.E.I.T.E.N. Eight Elements)
(Float System, Cécile Croomy)
(Float System, Battle for Kyushu (episode))
(Float System, Lloyd Asplund)
(Geass Order, Anya Alstreim)
(Geass Order, Toto Thompson)
(Geass Order, Britannia)
(Geass Order, Rolo Lamperouge)
(Geass Order, Emperor)
(Geass Order, Sword of Akasha)
(Geass Order, Chinese Federation)
(Geass Order, Holy Britannian Empire)
(Geass Order, Euliya)
(Geass Order, Rolo Vi Britannia)
(Geass Order, V.V.)
(Geass Order, Shirley Fenette)
(Geass Order, Geass)
(Geass Order, C.C.)
(Geass Order, Bartley Asprius)
(Geass Order, Charles zi Britannia)
(Geass Order, Rolo)
(Geass Order, Black Knights)
(Geass Order, Clara Lamperouge)
(Geass Order, Siegfried)
(Geass Order, Jeremiah Gottwald)
(Geass Order, Knights of the Round)
(Geass Order, Orpheus Zevon)
(Geass Order, Thought Elevator)
(Vincent Initial Mass Production Prototype, Vincent)
(Tatewaki Katase, Nightmare of Nunnally)
(Tatewaki Katase, Zero)
(Tatewaki Katase, The Black Knights)
(Tatewaki Katase, Port Yokosuka)
(Tatewaki Katase, Guren Mk-II)
(Tatewaki Katase, Battle of Narita)
(Tatewaki Katase, Burai Kai)
(Tatewaki Katase, Cornelia)
(Tatewaki Katase, Japanese)
(Tatewaki Katase, Lelouch)
(Tatewaki Katase, Tohdoh)
(Tatewaki Katase, CLAMP)
(Tatewaki Katase, Japan Liberation Front)
(Tatewaki Katase, Britannian Military)
(Tatewaki Katase, Japan)
(Tatewaki Katase, Four Holy Swords)
(Stage 1, The Day a New Demon was Born (episode))
(Britannian Landing Craft, Chinese Federation)
(Britannian Landing Craft, Holy Britannian Empire)
(Britannian Landing Craft, Battle of Fukuoka Base)
(Britannian Landing Craft, Britannian Navy)
(Britannian Landing Craft, Cornelia)
(Stage 9.33, Ashford Academy)
(Stage 9.33, Refrain (episode))
(Stage 9.33, Code Geass: Lelouch of the Rebellion)
(Stage 9.33, Kallen)
(Stage 9.33, Student Council)
(Stage 9.33, Nunnally)
(Stage 9.33, Milly)
(Gefjun Disturbers, Gefjun Disturber)
(Yasashii Sekai A Gentle World, Nunnally vi Britannia)
(Chinese Military, Horai Island)
(Chinese Military, The Order of the Black Knights)
(Chinese Military, High Eunuchs)
(Chinese Military, Hong Gu)
(Chinese Military, Europia United)
(Chinese Military, Longdan)
(Chinese Military, Vermillion Forbidden City)
(Chinese Military, Battle of Fukuoka Base)
(Chinese Military, United States of China)
(Chinese Military, Area 11)
(Chinese Military, Chinese Federation)
(Chinese Military, Zhou Xianglin)
(Chinese Military, Li Xingke)
(Chinese Military, Empress Tianzi)
(Chinese Military, Gang Lou)
(Chinese Military, First Assault on Tokyo Settlement)
(Chinese Military, Britannian Infantry)
(Chinese Military, Chinese Federation VTOL Gunship)
(Chinese Military, Mausoleum of Eighty-Eight Emperors)
(Leila Malcal, E.U.)
(Leila Malcal, Britannian)
(Leila Malcal, Ryo Sayama)
(Leila Malcal, Akito)
(Leila Malcal, C.C.)
(Leila Malcal, Dimensional Supervisor)
(Leila Malcal, Europia United)
(Leila Malcal, The Wyvern Arrives (episode))
(Leila Malcal, Code Geass: Akito the Exiled)
(Leila Malcal, To Beloved Ones (episode))
(Leila Malcal, Ioan Malcal)
(Leila Malcal, Alexander Type-02)
(Leila Malcal, W-0)
(Leila Malcal, Gene Smilas)
(Leila Malcal, CLAMP)
(Leila Malcal, Akito Hyuga)
(Leila Malcal, EU Military)
(Leila Malcal, Shin Hyuga Shing)
(Leila Malcal, Jeremiah Gottwald)
(Leila Malcal, Ayano Kosaka)
(Suzaku of the Counterattack, Code Geass: Suzaku of the Counterattack)
(Alexander Type-02, Leila Malcal)
(Alexander Type-02, Panzer-Hummel)
(Alexander Type-02, Slash Harkens)
(Alexander Type-02, Europia United)
(Alexander Type-02, Black Knights)
(Alexander Type-02, Ayano Kosaka)
(Alexander Type-02, Code Geass: Akito the Exiled)
(Alexander Type-02, Yggdrasil Drive)
(Alexander Type-02, Landspinner Propulsion System)
(Alexander Type-02, Holy Britannian Empire)
(Alexander Type-02, Alexander)
(Alexander Type-02, Energy Filler)
(Alexander Type-02, Cockpit Ejection System)
(Alexander Type-02, Yukiya Naruse)
(Alexander Type-02, Oscar Hamel)
(Alexander Type-02, Ryo Sayama)
(Alexander Type-02, Uruna Edge Knife)
(Kinoshita, Britannian)
(Kinoshita, Zero)
(Kinoshita, Kallen Kōzuki)
(Kinoshita, V.V.)
(Kinoshita, Vincent Ward)
(Kinoshita, Geass Order)
(Kinoshita, Viceroy)
(Kinoshita, Asahina)
(Kinoshita, Japanese)
(Kinoshita, Second Assault on Tokyo Settlement)
(Kinoshita, United Federation of Nations)
(Kinoshita, The Black Knights)
(Kinoshita, Akatsuki Command Model Zikisan)
(Kinoshita, Assault on the Geass Order)
(Kinoshita, Rolo)
(Layla Malkal, Leila Malcal)
(Tristan, Anya Alstreim)
(Tristan, Gino Weinberg)
(Tristan, Tristan Divider)
(Tristan, Maser Vibration Sword)
(Tristan, Landspinner Propulsion System)
(Tristan, Knightmare Frame)
(Tristan, Shenhu)
(Tristan, Knights of the Round Uprising)
(Tristan, Shen Hu)
(Tristan, Yggdrasil Drive)
(Tristan, Holy Britannian Empire)
(Tristan, Lancelot)
(Tristan, Knights of the Round)
(Tristan, Energy Filler)
(Tristan, Slash Harken)
(Tristan, Bradford)
(Tristan, Cockpit Ejection System)
(Tristan, Float System)
(Final Battle Tokyo II, Final Battle Tokyo II (episode))
(Geass Cult, Geass Order)
(The Final Invitation, Euphemia)
(The Final Invitation, Marianne vi Britannia)
(The Final Invitation, Nunnally vi Britannia)
(The Final Invitation, Lelouch)
(The Final Invitation, Sayoko Shinozaki)
(The Final Invitation, Special Administrative Zone Massacre)
(The Final Invitation, Suzaku Kururugi)
(The Final Invitation, Special Administrative Zone of Japan)
(Lorenzo il Sores, Lorenzo il Soresi)
(CG:REDIR, Code Geass:Redirecting)
(Viceroy's Palace, Area 11)
(Viceroy's Palace, Holy Britannian Empire)
(Viceroy's Palace, Clovis la Britannia)
(Viceroy's Palace, Tokyo Settlement)
(Chloe Winkel, Alexander)
(Chloe Winkel, Battle of Narva)
(Chloe Winkel, Europia United)
(Chloe Winkel, To Beloved Ones (episode))
(Chloe Winkel, CLAMP)
(Chloe Winkel, W-0)
(Chloe Winkel, Anna Clement)
(Chloe Winkel, Code Geass: Akito the Exiled)
(Sword of Akasha, C.C.)
(Sword of Akasha, Holy Britannian Empire)
(Sword of Akasha, Charles zi Britannia)
(Sword of Akasha, Lelouch)
(Sword of Akasha, Shinkirō)
(Sword of Akasha, Ragnarök)
(Sword of Akasha, V.V.)
(Sword of Akasha, Thought Elevator)
(Sword of Akasha, Geass)
(Chinese Consulate, Area 11)
(Chinese Consulate, Chinese Federation)
(Chinese Consulate, Xingke)
(Chinese Consulate, High Eunuchs)
(Chinese Consulate, Geass)
(Chinese Consulate, The Black Knights)
(Chinese Consulate, Babel Tower)
(Chinese Consulate, Britannian Military)
(Chinese Consulate, Gao Hai)
(Though elevator, Thought Elevator)
(Anna, Anna Clément)
(Sankt Petersburg, The Wyvern Divided (episode))
(Sankt Petersburg, Augusta Henry Velaines)
(Sankt Petersburg, Britannia)
(Sankt Petersburg, Europia United)
(Sankt Petersburg, Euro Britannia)
(Sankt Petersburg, Pendragon)
(Student Self-Defense Force, Clovis)
(Student Self-Defense Force, Japanese)
(Student Self-Defense Force, Rivalz Cardemonde)
(Student Self-Defense Force, Ashford Academy)
(Raymond de Saint-Gilles, Raymond du Saint-Gilles)
(Albion, Lancelot Albion)
(Palomides, Dorothea Ernst)
(Palomides, Ahura Mazda)
(Stephanie Sheh, Anya Alstreim)
(Stephanie Sheh, Kaguya Sumeragi)
(Stephanie Sheh, Kallen's Mother)
(Ragnarök Connection, Ragnarök)
(Ami Koshimizu, Kallen Kōzuki)
(Knightpolice, Landspinner Propulsion System)
(Knightpolice, Factsphere Sensor)
(Knightpolice, Knightmare Frame)
(Knightpolice, Glasgow)
(Knightpolice, Slash Harken)
(Knightpolice, Energy Filler)
(Knightpolice, Cockpit Ejection System)
(Knightpolice, Britannian police force)
(Knightpolice, Sutherland)
(Knightpolice, Yggdrasil Drive)
(Knightpolice, Holy Britannian Empire)
(Jun Fukuyama, Lelouch vi Britannia)
(Jun Fukuyama, Julius Kingsley)
(Purist Faction, Britannian)
(Purist Faction, Villetta Nu)
(Purist Faction, Shinjuku Ghetto)
(Purist Faction, Battle of Narita)
(Purist Faction, Kewell Soresi)
(Purist Faction, Holy Britannian Empire)
(Purist Faction, Cornelia)
(Purist Faction, Sutherland)
(Purist Faction, Jeremiah Gottwald)
(Purist Faction, Knightmares)
(Shirley at Gunpoint, Shirley at Gunpoint (episode))
(Klaus, Claus Warwick)
(VARIS particle rifle, VARIS Rifle)
(Declaration at the School Festival, Declaration at the School Festival (episode))
(Chinese Federation VTOL Gunship, Britannian)
(Chinese Federation VTOL Gunship, Atsushi Sawasaki)
(Chinese Federation VTOL Gunship, Kagoshima Settlement Battle)
(Chinese Federation VTOL Gunship, VTOL Gunship)
(Chinese Federation VTOL Gunship, Black Knights)
(Chinese Federation VTOL Gunship, Battle of Fukuoka Base)
(Chinese Federation VTOL Gunship, Eunuch)
(Chinese Federation VTOL Gunship, Upson)
(Chinese Federation VTOL Gunship, Chinese Federation)
(Chinese Federation VTOL Gunship, Tianzi)
(Chinese Federation VTOL Gunship, VTOL)
(Chinese Federation VTOL Gunship, Japanese Resistance)
(Chinese Federation VTOL Gunship, Nunnally)
(Chinese Federation VTOL Gunship, Kaname Ohgi)
(Chinese Federation VTOL Gunship, Cornelia)
(Misuzu, Futaba Sumeragi)
(Misuzu, Code Geass: Shikkoku no Renya)
(Misuzu, Renya)
(Lancelot Albion, Holy Britannian Empire)
(Lancelot Albion, Lancelot)
(Lancelot Albion, Suzaku Kururugi)
(Lancelot Albion, Knightmare)
(Lancelot Albion, Lancelot Conquista)
(Lancelot Albion, Guren Type-08 Elements ''SEITEN'')
(Lancelot Albion, Knightmares)
(The Taste of Humiliation, The Taste of Humiliation (episode))
(Code Black, Rolo Lamperouge)
(Code Black, Gino Weinberg)
(Code Black, C.C.)
(Code Black, Schneizel el Britannia)
(Code Black, Kallen Kōzuki)
(Code Black, Anya Alstreim)
(Code Black, Suzaku Kururugi)
(Code Black, Jiang Lihua)
(Code Black, Milly Ashford)
(Code Black, Rivalz Cardemonde)
(Code Black, Nunnally vi Britannia)
(Code Black, Jeremiah Gottwald)
(Code Black, Euphemia li Britannia)
(Code Black, Lelouch vi Britannia)
(Code Black, Diethard Ried)
(Code Black, Kaguya Sumeragi)
(Code Black, Shirley Fenette)
(Code Black, Cornelia li Britannia)
(Code Black, Nina Einstein)
(Olivia Reuel, Hilda Fagan)
(Olivia Reuel, Europia United)
(Olivia Reuel, To Beloved Ones (episode))
