(Carine le Britannia, Carine ne Britannia)
(First Assault on Tokyo Settlement, Raikou)
(First Assault on Tokyo Settlement, Nina Einstein)
(First Assault on Tokyo Settlement, Gefjun Disturber)
(Turn 17, The Taste of Humiliation (episode))
(Turn 24, The Grip of Damocles (episode))
(U.S.J., United States of Japan)
(Betrayal (episode), Akatsuki)
(Betrayal (episode), Villetta)
(Betrayal (episode), Kallen Kōzuki)
(Betrayal (episode), The Black Knights)
(Betrayal (episode), Sutherland Sieg)
(Betrayal (episode), Euphemia)
(Betrayal (episode), Kallen)
(Betrayal (episode), Yoshitaka Minami)
(Betrayal (episode), Kento Sugiyama)
(Betrayal (episode), Geass)
(Betrayal (episode), Mordred)
(Betrayal (episode), Tristan)
(Betrayal (episode), Shen Hu)
(Betrayal (episode), Suzaku)
(Betrayal (episode), Kanon Maldini)
(Betrayal (episode), Ashford Academy)
(Betrayal (episode), Diethard Ried)
(Betrayal (episode), Sugiyama)
(Betrayal (episode), Ohgi)
(Betrayal (episode), Gun-Ru)
(Betrayal (episode), Tamaki)
(Betrayal (episode), Kaguya Sumeragi)
(Betrayal (episode), Nunnally)
(Betrayal (episode), Lloyd)
(Betrayal (episode), Portman II)
(Betrayal (episode), Monica Krushevsky)
(Betrayal (episode), Zero)
(Betrayal (episode), Shinkiro)
(Betrayal (episode), Code Geass: Lelouch of the Rebellion R2)
(Betrayal (episode), Guren S.E.I.T.E.N. Eight Elements)
(Betrayal (episode), Schneizel)
(Betrayal (episode), Tokyo Settlement)
(Betrayal (episode), Ikaruga)
(Betrayal (episode), Guren Type-02)
(Betrayal (episode), Avalon)
(Betrayal (episode), Lancelot Conquista)
(Betrayal (episode), Claudio S. Darlton)
(Betrayal (episode), Shinkirō)
(Betrayal (episode), Jeremiah Gottwald)
(Betrayal (episode), Empress Tianzi)
(Betrayal (episode), Zhou Xianglin)
(Betrayal (episode), Rakshata Chawla)
(Betrayal (episode), Lelouch)
(Betrayal (episode), Britannian)
(Betrayal (episode), Nagisa Chiba)
(Betrayal (episode), Asahina)
(Betrayal (episode), Kamine Island)
(Betrayal (episode), Milly Ashford)
(Betrayal (episode), Jeremiah)
(Betrayal (episode), Villetta Nu)
(Betrayal (episode), Rivalz Cardemonde)
(Betrayal (episode), Tohdoh)
(Betrayal (episode), Lancelot)
(Betrayal (episode), Rivalz)
(Betrayal (episode), Xianglin)
(Betrayal (episode), Anya)
(Betrayal (episode), Rolo)
(Betrayal (episode), Sutherland)
(Betrayal (episode), Milly)
(Betrayal (episode), Charles zi Britannia)
(Betrayal (episode), C.C.)
(Betrayal (episode), Japan)
(Betrayal (episode), Gino)
(Betrayal (episode), Minami)
(Betrayal (episode), Geass Order)
(Betrayal (episode), Cornelia li Britannia)
(Betrayal (episode), Mutsuki Minase)
(Betrayal (episode), Nina)
(Betrayal (episode), Cornelia)
(Betrayal (episode), Charles)
(Betrayal (episode), Xingke)
(Betrayal (episode), Glaston Knights)
(Betrayal (episode), Schneizel el Britannia)
(Betrayal (episode), Lelouch vi Britannia)
(Betrayal (episode), Bismarck Waldstein)
(Betrayal (episode), Diethard)
(Betrayal (episode), Li Xingke)
(Betrayal (episode), Suzaku Kururugi)
(Betrayal (episode), Zangetsu)
(Playing Strangers, Suzaku Kururugi)
(Playing Strangers, Rivalz Cardemonde)
(Playing Strangers, Kallen Kōzuki)
(Playing Strangers, Geass)
(Playing Strangers, Arthur)
(Playing Strangers, Lelouch vi Britannia)
(Playing Strangers, Nina Einstein)
(Playing Strangers, Shirley Fenette)
(Playing Strangers, Milly Ashford)
(CC, C.C.)
(Asahina Shogo, Shōgo Asahina)
(Thought elevator, Thought Elevator)
(Guren Mk-I, Guren Type-01)
(CG:NOPAGE, Code Geass:No page)
(Caerleon-Class Floating Battleship, Caerleon-class Floating Battleship)
(Andreas Weinberg, Gino Weinberg)
(Andreas Weinberg, Isshin Sumeragi)
(Andreas Weinberg, Denshichirou)
(Andreas Weinberg, Karasu Tengu)
(Andreas Weinberg, Futaba Sumeragi)
(Andreas Weinberg, Code Geass: Shikkoku no Renya)
(Andreas Weinberg, Three Brothers)
(Andreas Weinberg, Claire li Britannia)
(Gino Vine Berg, Gino Weinberg)
(Kallen, Kallen Kōzuki)
(Geass, Nightmare of Nunnally)
(Geass, Mao)
(Geass, Code Geass)
(Geass, Anya Alstreim)
(Geass, Euphemia)
(Geass, Michele Manfredi)
(Geass, Rai)
(Geass, Marrybell mel Britannia)
(Geass, Lelouch)
(Geass, Ashford Academy)
(Geass, Euphemia li Britannia)
(Geass, Code Geass: Lost Colors)
(Geass, Nunnally)
(Geass, V.V.)
(Geass, Pollux rui Britannia)
(Geass, C.C.)
(Geass, W-0)
(Geass, Charles zi Britannia)
(Geass, Knightmare Frame)
(Geass, Oldrin Zevon)
(Geass, Siegfried)
(Geass, Castor rui Britannia)
(Geass, Jeremiah)
(Geass, Akito Hyuga)
(Geass, C.C. (Code Geass))
(Geass, Orpheus Zevon)
(Sir Dash, Dash)
(Movie Club, Student Council)
(Movie Club, Ashford Academy)
(Movie Club, Arthur)
(Movie Club, Milly Ashford)
(Earl Kanon Maldini, Kanon Maldini)
(Advanced Special Envoy Engineering Corps, Camelot)
(Diethard Ried, Japan Liberation Front)
(Diethard Ried, George Nakata)
(Diethard Ried, Clovis la Britannia)
(Diethard Ried, High Eunuchs)
(Diethard Ried, Britannian)
(Diethard Ried, Schneizel el Britannia)
(Diethard Ried, United Federation of Nations)
(Diethard Ried, Shinkirō)
(Diethard Ried, Zero)
(Diethard Ried, Chinese Federation)
(Diethard Ried, United States of Japan)
(Diethard Ried, Assault on Tokyo Settlement)
(Diethard Ried, Black Knights)
(Diethard Ried, Holy Britannian Empire)
(Diethard Ried, Narita Mountains)
(Diethard Ried, The Black Knights)
(Diethard Ried, Xingke)
(Diethard Ried, Port Yokosuka)
(Diethard Ried, Bartley Asprius)
(Diethard Ried, Jamieson Price)
(Diethard Ried, Empress Tianzi)
(Stage 8, The Black Knights (episode))
(Gekka Narisuna, Code Geass: Oz the Reflection)
(Gekka Narisuna, Yggdrasil Drive)
(Gekka Narisuna, Gekka)
(Gekka Narisuna, Arekusa Narisuna)
(Gekka Narisuna, Energy Filler)
(Gekka Narisuna, Cockpit Ejection System)
(Gekka Narisuna, Landspinner)
(Gekka Narisuna, Revolving Blade Sword)
(Gekka Narisuna, Orpheus Zevon)
(Gaudefroy du Villon, The Wyvern Divided (episode))
(Gaudefroy du Villon, Suzaku Kururugi)
(Gaudefroy du Villon, Shin Hyuga Shaing)
(Gaudefroy du Villon, Euro Britannia)
(Gaudefroy du Villon, Code Geass: Akito the Exiled)
(Gaudefroy du Villon, Julius Kingsley)
(Gaudefroy du Villon, Britannian military)
(Gaudefroy du Villon, Raymond du Saint-Gilles)
(Gaudefroy du Villon, Holy Britannian Empire)
(Gaudefroy du Villon, Knights of St. Gabriel)
(Gaudefroy du Villon, Knights of St. Michael)
(Gaudefroy du Villon, CLAMP)
(C2, C.C.)
(The Black King (Audio Drama), Lelouch vi Britannia)
(The Black King (Audio Drama), Rivalz Cardemonde)
(The Black King (Audio Drama), Chess)
(Stage 23, At Least with Sorrow (episode))
(Mausoleum of Eighty-Eight Emperors, Order of the Black Knights)
(Mausoleum of Eighty-Eight Emperors, High Eunuchs)
(Mausoleum of Eighty-Eight Emperors, Chinese Federation)
(Denshichirou, Isshin Sumeragi)
(Denshichirou, Karasu Tengu)
(Denshichirou, Futaba Sumeragi)
(Denshichirou, Code Geass: Shikkoku no Renya)
(Denshichirou, Knightmare)
(Denshichirou, Renya)
(The Day a Demon Awakens (episode), Gino)
(The Day a Demon Awakens (episode), Guren Mk-II)
(The Day a Demon Awakens (episode), Babel Tower)
(The Day a Demon Awakens (episode), Ashford Academy)
(The Day a Demon Awakens (episode), Anya Alstreim)
(The Day a Demon Awakens (episode), Suzaku Kururugi)
(The Day a Demon Awakens (episode), The Black King)
(The Day a Demon Awakens (episode), Anya)
(The Day a Demon Awakens (episode), Villetta Nu)
(The Day a Demon Awakens (episode), Gekka)
(The Day a Demon Awakens (episode), Tohdoh)
(The Day a Demon Awakens (episode), Diethard Ried)
(The Day a Demon Awakens (episode), Kallen Kōzuki)
(The Day a Demon Awakens (episode), Ohgi)
(The Day a Demon Awakens (episode), Guilford)
(The Day a Demon Awakens (episode), Tamaki)
(The Day a Demon Awakens (episode), Milly Ashford)
(The Day a Demon Awakens (episode), Gino Weinberg)
(The Day a Demon Awakens (episode), Lelouch Lamperouge)
(The Day a Demon Awakens (episode), Charles zi Britannia)
(The Day a Demon Awakens (episode), Charles)
(The Day a Demon Awakens (episode), Rolo)
(The Day a Demon Awakens (episode), Zero)
(The Day a Demon Awakens (episode), Milly)
(The Day a Demon Awakens (episode), Shirley Fenette)
(The Day a Demon Awakens (episode), Area 11)
(The Day a Demon Awakens (episode), Gilbert G.P. Guilford)
(The Day a Demon Awakens (episode), Tokyo Settlement)
(The Day a Demon Awakens (episode), Black Rebellion)
(The Day a Demon Awakens (episode), Gods)
(The Day a Demon Awakens (episode), Kallen Kozuki)
(The Day a Demon Awakens (episode), Li Xingke)
(The Day a Demon Awakens (episode), Kyoshiro Tohdoh)
(The Day a Demon Awakens (episode), Marianne vi Britannia)
(The Day a Demon Awakens (episode), Rolo Lamperouge)
(The Day a Demon Awakens (episode), Black Knights)
(The Day a Demon Awakens (episode), Nagisa Chiba)
(The Day a Demon Awakens (episode), Knightmares)
(The Day a Demon Awakens (episode), Chinese Federation)
(The Day a Demon Awakens (episode), Rivalz Cardemonde)
(The Day a Demon Awakens (episode), Order of the Black Knights)
(The Day a Demon Awakens (episode), Genbu Kururugi)
(The Day a Demon Awakens (episode), Kosetsu Urabe)
(The Day a Demon Awakens (episode), Shinichiro Tamaki)
(The Day a Demon Awakens (episode), Gao Hai)
(The Day a Demon Awakens (episode), Sutherland)
(The Day a Demon Awakens (episode), Geass)
(The Day a Demon Awakens (episode), C.C.)
(The Day a Demon Awakens (episode), Battle of Babel Tower)
(The Day a Demon Awakens (episode), Calares)
(The Day a Demon Awakens (episode), Euphemia li Britannia)
(The Day a Demon Awakens (episode), Burai)
(The Day a Demon Awakens (episode), Nunnally vi Britannia)
(The Day a Demon Awakens (episode), Rakshata Chawla)
(The Day a Demon Awakens (episode), Lelouch vi Britannia)
(The Day a Demon Awakens (episode), Kaname Ohgi)
(Miss X, Code Geass: Oz the Reflection)
(Ticket of Dreams, Suzaku Kururugi)
(Ticket of Dreams, Rivalz Cardemonde)
(Ticket of Dreams, Nunnally vi Britannia)
(Ticket of Dreams, Arthur)
(Ticket of Dreams, Battle of Narita)
(Ticket of Dreams, Lelouch vi Britannia)
(Ticket of Dreams, Kallen Kōzuki)
(Ticket of Dreams, Milly Ashford)
(Ticket of Dreams, Shirley Fenette)
(Ticket of Dreams, The Messenger from Kyoto)
(The Grip of Damocles (episode), Akatsuki)
(The Grip of Damocles (episode), Kallen Kōzuki)
(The Grip of Damocles (episode), The Black Knights)
(The Grip of Damocles (episode), Lancelot Albion)
(The Grip of Damocles (episode), Suzaku Kururugi)
(The Grip of Damocles (episode), Vincent Ward)
(The Grip of Damocles (episode), Yoshitaka Minami)
(The Grip of Damocles (episode), Damocles)
(The Grip of Damocles (episode), Mordred)
(The Grip of Damocles (episode), Anya)
(The Grip of Damocles (episode), Shen Hu)
(The Grip of Damocles (episode), Suzaku)
(The Grip of Damocles (episode), Kanon Maldini)
(The Grip of Damocles (episode), Tohdoh)
(The Grip of Damocles (episode), Akatsuki Command Model Zikisan)
(The Grip of Damocles (episode), Mao)
(The Grip of Damocles (episode), Nina Einstein)
(The Grip of Damocles (episode), Ohgi)
(The Grip of Damocles (episode), Guilford)
(The Grip of Damocles (episode), F.L.E.I.J.A. Eliminator)
(The Grip of Damocles (episode), Tamaki)
(The Grip of Damocles (episode), Lancelot Frontier)
(The Grip of Damocles (episode), Mrs. Kozuki)
(The Grip of Damocles (episode), Charles zi Britannia)
(The Grip of Damocles (episode), Hong Gu)
(The Grip of Damocles (episode), Portman II)
(The Grip of Damocles (episode), Battle of Mt. Fuji)
(The Grip of Damocles (episode), Sutherland)
(The Grip of Damocles (episode), Guren S.E.I.T.E.N. Eight Elements)
(The Grip of Damocles (episode), Schneizel)
(The Grip of Damocles (episode), Zhou Xianglin)
(The Grip of Damocles (episode), Empress Tianzi)
(The Grip of Damocles (episode), Kallen)
(The Grip of Damocles (episode), Nunnally vi Britannia)
(The Grip of Damocles (episode), Nunnally)
(The Grip of Damocles (episode), Ayame Futaba)
(The Grip of Damocles (episode), Claudio S. Darlton)
(The Grip of Damocles (episode), Jeremiah Gottwald)
(The Grip of Damocles (episode), Rakshata Chawla)
(The Grip of Damocles (episode), Ichijiku Hinata)
(The Grip of Damocles (episode), Shinkirō)
(The Grip of Damocles (episode), Milly Ashford)
(The Grip of Damocles (episode), Sayoko Shinozaki)
(The Grip of Damocles (episode), Villetta Nu)
(The Grip of Damocles (episode), Rivalz Cardemonde)
(The Grip of Damocles (episode), Lelouch)
(The Grip of Damocles (episode), Vincent Commander Model)
(The Grip of Damocles (episode), Arthur)
(The Grip of Damocles (episode), Rolo)
(The Grip of Damocles (episode), Shirley Fenette)
(The Grip of Damocles (episode), Geass)
(The Grip of Damocles (episode), C.C.)
(The Grip of Damocles (episode), Tristan Divider)
(The Grip of Damocles (episode), Diethard Ried)
(The Grip of Damocles (episode), Cecile)
(The Grip of Damocles (episode), Gino)
(The Grip of Damocles (episode), Kaguya Sumeragi)
(The Grip of Damocles (episode), Lloyd Asplund)
(The Grip of Damocles (episode), Cornelia li Britannia)
(The Grip of Damocles (episode), Euphemia li Britannia)
(The Grip of Damocles (episode), Mutsuki Minase)
(The Grip of Damocles (episode), Sutherland Sieg)
(The Grip of Damocles (episode), Li Xingke)
(The Grip of Damocles (episode), Avalon)
(The Grip of Damocles (episode), Schneizel el Britannia)
(The Grip of Damocles (episode), Lelouch vi Britannia)
(The Grip of Damocles (episode), Zangetsu)
(The Grip of Damocles (episode), Diethard)
(The Grip of Damocles (episode), Nina)
(Uruna Edge Knife, Japanese)
(Uruna Edge Knife, Maser Vibration Sword)
(Uruna Edge Knife, Europia United)
(Uruna Edge Knife, Alexander)
(Uruna Edge Knife, Knightmare Frame)
(Uruna Edge Knife, Revolving Blade Sword)
(Uruna Edge Knife, Britannian)
(Uruna Edge Knife, Florence)
(Turn 19.02, Charles)
(Turn 19.02, Code Geass: Lelouch of the Rebellion R2)
(Turn 19.02, Geass)
(Turn 19.02, Kururugi Shrine)
(Turn 19.02, Black Knights)
(Turn 19.02, Milly)
(Turn 19.02, Shinkirō)
(Turn 19.02, Nunnally)
(Turn 19.02, Rolo)
(Turn 19.02, Betrayal (episode))
(Turn 19.02, Lelouch)
(Jean, Jean Rowe)
(Report:Vandalism, Report:Users and IPs needing checked)
(Ryo, Ryo Sayama)
(Florence, E.U.)
(Florence, Anna Clement)
(Florence, Europia United)
(Florence, Code Geass: Oz the Reflection)
(Florence, Ze Dien)
(Florence, Landspinner Propulsion System)
(Florence, Holy Britannian Empire)
(Florence, Peace Mark)
(Florence, AI-Alexander)
(Florence, Alexander Drone)
(Florence, Vincent Commander Model)
(Florence, Energy Filler)
(Florence, Monica Krushevsky)
(Florence, W-0)
(Florence, Slash Harkens)
(Florence, Yggdrasil Drive)
(Florence, Knights of St. Michael)
(Florence, Euro Britannia)
(Florence, Hadron Cannon)
(Florence, Orpheus Zevon)
(Florence, Toromo Agency)
(Florence, Knightmare Frame)
(Florence, MVS)
(Florence, Cockpit Ejection System)
(Florence, Float System)
(Florence, Hadron Cannons)
(Florence, Uruna Edge Knife)
(Orange (disambiguation), "Orange" Incident)
(Orange (disambiguation), Orange Skirmish)
(Orange (disambiguation), Jeremiah Gottwald)
(Anya Earlstreim, Anya Alstreim)
(Stage 15, Cheering Mao (episode))
(Special Administrative Zone Massacre, Gloucester)
(Special Administrative Zone Massacre, Kyoshiro Tohdoh)
(Special Administrative Zone Massacre, Zero)
(Special Administrative Zone Massacre, Kallen Kōzuki)
(Special Administrative Zone Massacre, Special Administrative Zone)
(Special Administrative Zone Massacre, C.C.)
(Special Administrative Zone Massacre, Euphemia)
(Special Administrative Zone Massacre, Kallen)
(Special Administrative Zone Massacre, Black Knights)
(Special Administrative Zone Massacre, Assault on Tokyo Settlement)
(Special Administrative Zone Massacre, Britannian Imperial Family)
(Special Administrative Zone Massacre, Chinese Federation)
(Special Administrative Zone Massacre, Suzaku)
(Special Administrative Zone Massacre, Nunnally vi Britannia)
(Special Administrative Zone Massacre, Gekka)
(Special Administrative Zone Massacre, Kyoshiro Tohdoh's Gekka)
(Special Administrative Zone Massacre, The Black Knights)
(Special Administrative Zone Massacre, Euphemia li Britannia)
(Special Administrative Zone Massacre, Tohdoh)
(Special Administrative Zone Massacre, Black Rebellion)
(Special Administrative Zone Massacre, Britannia)
(Special Administrative Zone Massacre, Britannian)
(Special Administrative Zone Massacre, Andreas Darlton)
(Special Administrative Zone Massacre, Lancelot)
(Special Administrative Zone Massacre, Gawain)
(Special Administrative Zone Massacre, Geass)
(Special Administrative Zone Massacre, Special Administrative Zone of Japan)
(Special Administrative Zone Massacre, Burai)
(Special Administrative Zone Massacre, Guren Mk-II)
(Special Administrative Zone Massacre, Holy Britannian Empire)
(Special Administrative Zone Massacre, Euphemia Li Britannia)
(Special Administrative Zone Massacre, Sutherland)
(Special Administrative Zone Massacre, Area 11)
(Special Administrative Zone Massacre, First Assault on Tokyo Settlement)
(Special Administrative Zone Massacre, Avalon)
(Special Administrative Zone Massacre, United States of Japan)
(Special Administrative Zone Massacre, Schneizel el Britannia)
(Special Administrative Zone Massacre, Japanese)
(Special Administrative Zone Massacre, Zangetsu)
(Special Administrative Zone Massacre, Britannian Military)
(Special Administrative Zone Massacre, Guren)
(Special Administrative Zone Massacre, Kaname Ohgi)
(Special Administrative Zone Massacre, Lelouch)
(List of Light Novels, Lelouch Lamperouge)
(List of Light Novels, Code Geass)
(List of Light Novels, Black Knights)
(List of Light Novels, Nunnally Lamperouge)
(List of Light Novels, Kallen Stadtfeld)
(List of Light Novels, Suzaku Kururugi)
(List of Light Novels, Code Geass: Lelouch of the Rebellion R2)
(List of Light Novels, Holy Britannian Empire)
(List of Light Novels, Sunrise)
(List of Light Novels, Japan)
(List of Light Novels, Code Geass: Lelouch of the Rebellion)
(List of Light Novels, Geass)
(Zero requiem, Zero Requiem)
(Knight of the Rounds, Knights of the Round (episode))
(Code Geass:No page, Code Geass Wiki)
(Knight of Rounds (episode), Knights of the Round (episode))
(The Wyvern Divided (episode), Sophie Randall)
(The Wyvern Divided (episode), Ryo Sayama)
(The Wyvern Divided (episode), Panzer-Hummel)
(The Wyvern Divided (episode), Sarah Danes)
(The Wyvern Divided (episode), Europia United)
(The Wyvern Divided (episode), Suzaku Kururugi)
(The Wyvern Divided (episode), Anna Clément)
(The Wyvern Divided (episode), Simon Mericourt)
(The Wyvern Divided (episode), Leila Malcal)
(The Wyvern Divided (episode), Julius Kingsley)
(The Wyvern Divided (episode), Jean Rowe)
(The Wyvern Divided (episode), René Laurent)
(The Wyvern Divided (episode), Johanne Fabius)
(The Wyvern Divided (episode), Jan Manes)
(The Wyvern Divided (episode), Alexander)
(The Wyvern Divided (episode), Augusta Henry Highland)
(The Wyvern Divided (episode), Maria Shaing)
(The Wyvern Divided (episode), Alice Shaing)
(The Wyvern Divided (episode), Sutherland)
(The Wyvern Divided (episode), Yukiya Naruse)
(The Wyvern Divided (episode), Joe Wise)
(The Wyvern Divided (episode), W-0)
(The Wyvern Divided (episode), Akito Hyuga)
(The Wyvern Divided (episode), Liverpool)
(The Wyvern Divided (episode), Geass)
(The Wyvern Divided (episode), Franz Vallo)
(The Wyvern Divided (episode), Alan Necker)
(The Wyvern Divided (episode), Gaudefroy du Villon)
(The Wyvern Divided (episode), Shin Hyuga Shaing)
(The Wyvern Divided (episode), Gracchus)
(The Wyvern Divided (episode), Andrea Farnese)
(The Wyvern Divided (episode), Code Geass: Akito the Exiled)
(The Wyvern Divided (episode), Chloe Winkel)
(The Wyvern Divided (episode), Raymond du Saint-Gilles)
(The Wyvern Divided (episode), Olivia Reuel)
(The Wyvern Divided (episode), Ashley Asura)
(The Wyvern Divided (episode), Gloucester)
(The Wyvern Divided (episode), Vercingetorix)
(The Wyvern Divided (episode), Kuzan Montoban)
(The Wyvern Divided (episode), Claus Warwick)
(The Wyvern Divided (episode), Hilda Fagan)
(The Wyvern Divided (episode), Ayano Kosaka)
(The Princess and the Witch (episode), Viceroy)
(The Princess and the Witch (episode), Toru Yoshida)
(The Princess and the Witch (episode), Kallen Kōzuki)
(The Princess and the Witch (episode), Yoshitaka Minami)
(The Princess and the Witch (episode), Code Geass: Lelouch of the Rebellion)
(The Princess and the Witch (episode), Suzaku)
(The Princess and the Witch (episode), Area 18)
(The Princess and the Witch (episode), Tohdoh)
(The Princess and the Witch (episode), Euphemia li Britannia)
(The Princess and the Witch (episode), Guilford)
(The Princess and the Witch (episode), Villetta Nu)
(The Princess and the Witch (episode), Tamaki)
(The Princess and the Witch (episode), Andreas Darlton)
(The Princess and the Witch (episode), Geass)
(The Princess and the Witch (episode), Clovis la Britannia)
(The Princess and the Witch (episode), Shirley Fenette)
(The Princess and the Witch (episode), Area 11)
(The Princess and the Witch (episode), Suzaku Kururugi)
(The Princess and the Witch (episode), Kallen Stadtfeld)
(The Princess and the Witch (episode), Nunnally vi Britannia)
(The Princess and the Witch (episode), Jeremiah Gottwald)
(The Princess and the Witch (episode), Gloucester Cornelia Custom)
(The Princess and the Witch (episode), Japan Liberation Front)
(The Princess and the Witch (episode), Orange Skirmish)
(The Princess and the Witch (episode), Sophie Wood)
(The Princess and the Witch (episode), Kewell Soresi)
(The Princess and the Witch (episode), Shinjuku Ghetto)
(The Princess and the Witch (episode), Ashford Academy)
(The Princess and the Witch (episode), Lelouch)
(The Princess and the Witch (episode), Kusakabe)
(The Princess and the Witch (episode), Zero)
(The Princess and the Witch (episode), Sutherland)
(The Princess and the Witch (episode), C.C.)
(The Princess and the Witch (episode), Lancelot)
(The Princess and the Witch (episode), Bartley Asprius)
(The Princess and the Witch (episode), Cecile)
(The Princess and the Witch (episode), Bamides)
(The Princess and the Witch (episode), Cornelia li Britannia)
(The Princess and the Witch (episode), Holy Britannian Empire)
(The Princess and the Witch (episode), Carve-tan)
(The Princess and the Witch (episode), Middle Eastern Federation Skirmish)
(The Princess and the Witch (episode), Gloucester)
(The Princess and the Witch (episode), Arthur)
(The Princess and the Witch (episode), Lelouch vi Britannia)
(The Princess and the Witch (episode), Lloyd Asplund)
(Gardmare, Yggdrasil Drive)
(Gardmare, Panzer-Hummel)
(Gardmare, Europia United)
(Gardmare, Energy Filler)
(Gardmare, Cockpit Ejection System)
(Gardmare, Akito Hyuga)
(Gardmare, Knightmare Frame)
(Gardmare, Code Geass: Akito the Exiled)
(Gardmare, Landspinner Propulsion System)
(Gardmare, The Wyvern Arrives (episode))
(Crispin Freeman, Code Geass)
(Crispin Freeman, Jeremiah Gottwald)
(Battle of Shikine Island, Guren Mk-II)
(Battle of Shikine Island, Portman)
(Battle of Shikine Island, Schneizel el Britannia)
(Battle of Shikine Island, Kyoshiro Tohdoh)
(Battle of Shikine Island, Kallen Kōzuki)
(Battle of Shikine Island, Gawain)
(Battle of Shikine Island, Burai)
(Battle of Shikine Island, Shikine Island)
(Battle of Shikine Island, Zero)
(Battle of Shikine Island, Fayer)
(Battle of Shikine Island, Black Rebellion)
(Battle of Shikine Island, Suzaku Kururugi)
(Battle of Shikine Island, Holy Britannian Empire)
(Battle of Shikine Island, Lancelot)
(Battle of Shikine Island, Gekka)
(Battle of Shikine Island, Kyoshiro Tohdoh's Gekka)
(Battle of Shikine Island, The Black Knights)
(Battle of Shikine Island, Euphemia li Britannia)
(Battle of Shikine Island, Avalon)
(Battle of Shikine Island, Sutherland)
(Code Geass Manga, Manga)
(Turn 18, Final Battle Tokyo II (episode))
(Senba Ryoga, Ryōga Senba)
(Knights of the Round Uprising, Anya Alstreim)
(Knights of the Round Uprising, Gino)
(Knights of the Round Uprising, Marianne vi Britannia)
(Knights of the Round Uprising, Lancelot Albion)
(Knights of the Round Uprising, Zero Requiem)
(Knights of the Round Uprising, Suzaku Kururugi)
(Knights of the Round Uprising, United Federation of Nations)
(Knights of the Round Uprising, Tristan)
(Knights of the Round Uprising, Holy Britannian Empire)
(Knights of the Round Uprising, A.t.b)
(Knights of the Round Uprising, Galahad)
(Knights of the Round Uprising, The Black Knights)
(Knights of the Round Uprising, Lelouch Vi Britannia)
(Knights of the Round Uprising, Sutherland)
(Knights of the Round Uprising, Monica Krushevsky)
(Knights of the Round Uprising, Charles zi Britannia)
(Knights of the Round Uprising, Geass)
(Knights of the Round Uprising, Pendragon)
(Knights of the Round Uprising, Dorothea Ernst)
(Knights of the Round Uprising, Knights of the Round)
(Knights of the Round Uprising, Bismarck Waldstein)
(Knights of the Round Uprising, Nonette Enneagram)
(Knights of the Round Uprising, Lelouch)
(Assault on the Geass Order, Rolo Lamperouge)
(Assault on the Geass Order, Akatsuki)
(Assault on the Geass Order, Geass Directorate)
(Assault on the Geass Order, Geass)
(Assault on the Geass Order, Charles zi Britannia)
(Assault on the Geass Order, C.C.)
(Assault on the Geass Order, Knightmare Frame)
(Assault on the Geass Order, Geass Order)
(Assault on the Geass Order, Cornelia li Britannia)
(Assault on the Geass Order, Shinkiro)
(Assault on the Geass Order, Shirley Fenette)
(Assault on the Geass Order, Code Geass: Lelouch of the Rebellion R2)
(Assault on the Geass Order, Siegfried)
(Assault on the Geass Order, The Black Knights)
(Assault on the Geass Order, Akatsuki Command Model Zikisan)
(Assault on the Geass Order, Vincent)
(Assault on the Geass Order, V.V.)
(Assault on the Geass Order, Sutherland)
(Assault on the Geass Order, Jeremiah Gottwald)
(Assault on the Geass Order, Lelouch Vi Britannia)
(Manga, C.C.)
(Manga, Code Geass: Nightmare of Nunnally)
(Manga, Code Geass: Renya of Darkness)
(Manga, Glinda Knights)
(Manga, Code Geass: Lelouch of the Rebellion)
(Manga, Code Geass: Oz the Reflection)
(Manga, Oldrin Zevon)
(Manga, Code Geass: Suzaku of the Counterattack)
(Manga, Nunnally Lamperouge)
(Manga, Suzaku Kururugi)
(Manga, Code Geass: Tales of an Alternate Shogunate)
(Manga, Lelouch Lamperouge)
(Manga, Renya)
(David, David T. Darlton)
(The Princess and the Witch, The Princess and the Witch (episode))
(Turn 12.31, Gino)
(Turn 12.31, Lloyd)
(Turn 12.31, Clovis)
(Turn 12.31, Suzaku)
(Turn 12.31, Guilford)
(Turn 12.31, Area 11)
(Turn 12.31, Chinese Federation)
(Turn 12.31, Code Geass: Lelouch of the Rebellion R2)
(Turn 12.31, Knights of the Round)
(Turn 12.31, Schneizel)
(Turn 12.31, Cécile)
(Turn 12.31, Anya)
(Turn 12.31, Nunnally)
(Turn 12.31, Kanon)
(A Woman's Battle, Tamaki)
(A Woman's Battle, C.C.)
(A Woman's Battle, Nunnally vi Britannia)
(A Woman's Battle, Battle of Port Yokosuka)
(A Woman's Battle, Rescue Operation (Kyoshiro Tohdoh))
(A Woman's Battle, Kallen)
(A Woman's Battle, Zero)
(A Woman's Battle, Black Knights)
(A Woman's Battle, Lelouch vi Britannia)
(Shirley, Shirley Fenette)
(Mitsuaki Madono, Kaname Ohgi)
(Knightmares, Knightmare Frame)
(Guren Type-08 Elements ''SEITEN'', Gino)
(Guren Type-08 Elements ''SEITEN'', Kallen Kōzuki)
(Guren Type-08 Elements ''SEITEN'', Rakshata)
(Guren Type-08 Elements ''SEITEN'', Zero Requiem)
(Guren Type-08 Elements ''SEITEN'', Battle of Mt. Fuji)
(Guren Type-08 Elements ''SEITEN'', Slash Harken)
