(Ian's, Ian Hainsworth)
(Character appearances, Season 4)
(Character appearances, Julie Mayer)
(Character appearances, Sikes)
(Character appearances, Susan Delfino)
(Character appearances, Ana)
(Character appearances, Orson Hodge)
(Character appearances, Pleasant Little Kingdom)
(Character appearances, Chuck)
(Character appearances, School of Hard Knocks)
(Character appearances, Dylan)
(Character appearances, MJ)
(Character appearances, Secrets That I Never Want to Know)
(Character appearances, Renee)
(Character appearances, The Lies Ill-Concealed)
(Character appearances, Tish Atherton)
(Character appearances, And Lots of Security...)
(Character appearances, That's Good, That's Bad)
(Character appearances, Suspicion Song)
(Character appearances, Putting it Together)
(Character appearances, Is This What You Call Love?)
(Character appearances, Robin)
(Character appearances, Roy Bender)
(Character appearances, Detective Barton)
(Character appearances, Julie)
(Character appearances, Nick)
(Character appearances, Penny)
(Character appearances, Excited and Scared)
(Character appearances, The Coffee Cup)
(Character appearances, The People Will Hear)
(Character appearances, Flashback)
(Character appearances, The Gun Song)
(Character appearances, Paige Scavo)
(Character appearances, Susan)
(Character appearances, Ben Faulkner)
(Character appearances, Caleb)
(Character appearances, Then I Really Got Scared)
(Character appearances, Impossible)
(Character appearances, Benjamin)
(Character appearances, Matthew)
(Character appearances, City on Fire)
(Character appearances, Carlos)
(Character appearances, Bree)
(Character appearances, Careful the Things You Say)
(Character appearances, Gabrielle)
(Character appearances, A Little Night Music)
(Character appearances, Celia)
(Character appearances, Women and Death)
(Character appearances, The Thing That Counts is What's Inside)
(Character appearances, Mitzi)
(Character appearances, Danielle)
(Sunny Mabrey, Desperate Housewives)
(Sunny Mabrey, Season Four)
(Sunny Mabrey, Season 4)
(Sunny Mabrey, Marisa Mayer)
(The Coffee Cup, Lynette)
(The Coffee Cup, Bob Hunter)
(The Coffee Cup, Maiara Walsh)
(The Coffee Cup, Bree Van de Kamp)
(The Coffee Cup, Porter Scavo)
(The Coffee Cup, Tom Scavo)
(The Coffee Cup, Parker Scavo)
(The Coffee Cup, Angie Bolen)
(The Coffee Cup, Susan Delfino)
(The Coffee Cup, Charlie Carver)
(The Coffee Cup, Joshua Logan Moore)
(The Coffee Cup, Juanita Solis)
(The Coffee Cup, Emily Portsmith)
(The Coffee Cup, Teri Hatcher)
(The Coffee Cup, Susan)
(The Coffee Cup, Richard Burgi)
(The Coffee Cup, Orson Hodge)
(The Coffee Cup, Mary Gallagher)
(The Coffee Cup, Kathryn Joosten)
(The Coffee Cup, Larry Shaw)
(The Coffee Cup, Mary Alice Young)
(The Coffee Cup, Nick Bolen)
(The Coffee Cup, Bree)
(The Coffee Cup, James Denton)
(The Coffee Cup, Kendall Applegate)
(The Coffee Cup, Danny Bolen)
(The Coffee Cup, Tuc Watkins)
(The Coffee Cup, Gabrielle Solis)
(The Coffee Cup, Marcia Cross)
(The Coffee Cup, Brenda Strong)
(The Coffee Cup, Jeffrey Nordling)
(The Coffee Cup, Gabrielle)
(The Coffee Cup, Beau Mirchoff)
(The Coffee Cup, Carlos Solis)
(The Coffee Cup, Eddie Orlofsky)
(The Coffee Cup, Eva Longoria)
(The Coffee Cup, Doug Savant)
(The Coffee Cup, Penny Scavo)
(The Coffee Cup, Karl Mayer)
(The Coffee Cup, Drea de Matteo)
(The Coffee Cup, Desperate Housewives)
(The Coffee Cup, Mason Vale Cotton)
(The Coffee Cup, Ricardo Antonio Chavira)
(The Coffee Cup, Dana Delany)
(The Coffee Cup, Felicity Huffman)
(The Coffee Cup, Madison De La Garza)
(The Coffee Cup, Andrea Bowen)
(The Coffee Cup, Katherine Mayfair)
(The Coffee Cup, Josh Zuckerman)
(The Coffee Cup, Father Crowley)
(The Coffee Cup, Kyle MacLachlan)
(The Coffee Cup, Mike Delfino)
(The Coffee Cup, Dave Flebotte)
(The Coffee Cup, Being Alive)
(The Coffee Cup, Jeff Doucette)
(The Coffee Cup, Julie Mayer)
(The Coffee Cup, Ana Solis)
(The Coffee Cup, MJ Delfino)
(The Coffee Cup, Lynette Scavo)
(The Coffee Cup, Karen McCluskey)
(1.23, One Wonderful Day)
(Season five, Season 5)
(Excited and Scared, Allison Scavo)
(Excited and Scared, Carla Jimenez)
(Excited and Scared, Bree Van de Kamp)
(Excited and Scared, Bob Hunter)
(Excited and Scared, Emily Bergl)
(Excited and Scared, Orson)
(Excited and Scared, Tom Scavo)
(Excited and Scared, Beth Young)
(Excited and Scared, Tom)
(Excited and Scared, Charlie Carver)
(Excited and Scared, Brenda Strong)
(Excited and Scared, Teri Hatcher)
(Excited and Scared, Celia Solis)
(Excited and Scared, Mary Alice Young)
(Excited and Scared, 4355 Wisteria Lane)
(Excited and Scared, Bree)
(Excited and Scared, 4362)
(Excited and Scared, Felicity Huffman)
(Excited and Scared, Felicia Tilman)
(Excited and Scared, Lynette)
(Excited and Scared, Paige)
(Excited and Scared, Brian Austin Green)
(Excited and Scared, James Denton)
(Excited and Scared, Paul Young)
(Excited and Scared, Penny Scavo)
(Excited and Scared, Juanita)
(Excited and Scared, Grace Sanchez)
(Excited and Scared, 4349 Wisteria Lane)
(Excited and Scared, 4354)
(Excited and Scared, Parker)
(Excited and Scared, Daniella Baltodano)
(Excited and Scared, Carlos)
(Excited and Scared, Lee)
(Excited and Scared, Tuc Watkins)
(Excited and Scared, 4355)
(Excited and Scared, Lee McDermott)
(Excited and Scared, Darcy Rose Byrnes)
(Excited and Scared, Beth)
(Excited and Scared, Keith)
(Excited and Scared, Let Me Entertain You)
(Excited and Scared, MJ)
(Excited and Scared, Mike Delfino)
(Excited and Scared, Madison De La Garza)
(Excited and Scared, Renee Perry)
(Excited and Scared, Mrs. McCluskey)
(Excited and Scared, Lynette Scavo)
(Excited and Scared, Karen McCluskey)
(Excited and Scared, Marcia Cross)
(Excited and Scared, Parker Scavo)
(Excited and Scared, Va-Va-Va-Broom.com)
(Excited and Scared, Vanessa Williams)
(Excited and Scared, Porter Scavo)
(Excited and Scared, Grace)
(Excited and Scared, 4362 Wisteria Lane)
(Excited and Scared, Porter)
(Excited and Scared, Penny)
(Excited and Scared, Susan Delfino)
(Excited and Scared, Joshua Logan Moore)
(Excited and Scared, Gabrielle)
(Excited and Scared, Renee)
(Excited and Scared, Jeff Greenstein)
(Excited and Scared, Eva Longoria Parker)
(Excited and Scared, Now I Know, Don't Be Scared)
(Excited and Scared, Kathryn Joosten)
(Excited and Scared, 4349)
(Excited and Scared, Susan's family)
(Excited and Scared, Wisteria Lane)
(Excited and Scared, Paul)
(Excited and Scared, Principal Hobson)
(Excited and Scared, Ricardo Antonio Chavira)
(Excited and Scared, Mimi)
(Excited and Scared, Gabrielle Solis)
(Excited and Scared, Celia)
(Excited and Scared, Juanita Solis)
(Excited and Scared, Carlos Solis)
(Excited and Scared, Doug Savant)
(Excited and Scared, Susan)
(Excited and Scared, Kevin Rahm)
(Excited and Scared, Mike)
(Excited and Scared, Mason Vale Cotton)
(Excited and Scared, Andrew)
(Excited and Scared, 4353 Wisteria Lane)
(Excited and Scared, Keith Watson)
(Excited and Scared, 4353)
(Excited and Scared, Cecilia Balagot)
(Excited and Scared, Doug Perry)
(Excited and Scared, MJ Delfino)
(Excited and Scared, Thank You So Much)
(Excited and Scared, Lois Smith)
(Excited and Scared, Gaby)
(Excited and Scared, Desperate Housewives)
(Excited and Scared, Fairview)
(Excited and Scared, Mark Moses)
(Excited and Scared, Rodney Scavo)
(Excited and Scared, The Thing That Counts is What's Inside)
(Excited and Scared, Allison)
(Excited and Scared, Carmen Sanchez)
(4.17, Free)
(Danielle Van De Kamp, Danielle Van de Kamp)
(Everything's Different, Nothing's Changed, Lynette)
(Everything's Different, Nothing's Changed, Parker Scavo)
(Everything's Different, Nothing's Changed, Tom)
(Everything's Different, Nothing's Changed, Vanessa Williams)
(Everything's Different, Nothing's Changed, Bree Van de Kamp)
(Everything's Different, Nothing's Changed, Mason Vale Cotton)
(Everything's Different, Nothing's Changed, Bob Hunter)
(Everything's Different, Nothing's Changed, Emily Bergl)
(Everything's Different, Nothing's Changed, Annie Weisman)
(Everything's Different, Nothing's Changed, In a World Where the Kings are Employers)
(Everything's Different, Nothing's Changed, Tom Scavo)
(Everything's Different, Nothing's Changed, Renee Perry)
(Everything's Different, Nothing's Changed, Beth Young)
(Everything's Different, Nothing's Changed, Alex)
(Everything's Different, Nothing's Changed, Paul)
(Everything's Different, Nothing's Changed, Susan Delfino)
(Everything's Different, Nothing's Changed, Wisteria Lane)
(Everything's Different, Nothing's Changed, Charlie Carver)
(Everything's Different, Nothing's Changed, Joshua Logan Moore)
(Everything's Different, Nothing's Changed, Gabrielle)
(Everything's Different, Nothing's Changed, Daniella Baltodano)
(Everything's Different, Nothing's Changed, David Warren)
(Everything's Different, Nothing's Changed, Susan)
(Everything's Different, Nothing's Changed, Dr. Alex Cominis)
(Everything's Different, Nothing's Changed, Celia Solis)
(Everything's Different, Nothing's Changed, Kathryn Joosten)
(Everything's Different, Nothing's Changed, Mary Alice Young)
(Everything's Different, Nothing's Changed, Porter Scavo)
(Everything's Different, Nothing's Changed, Bree)
(Everything's Different, Nothing's Changed, James Denton)
(Everything's Different, Nothing's Changed, Ricardo Antonio Chavira)
(Everything's Different, Nothing's Changed, Felicia)
(Everything's Different, Nothing's Changed, Felicia Tilman)
(Everything's Different, Nothing's Changed, Gabrielle Solis)
(Everything's Different, Nothing's Changed, Craig Lynwood)
(Everything's Different, Nothing's Changed, Marcia Cross)
(Everything's Different, Nothing's Changed, Andrew Van de Kamp)
(Everything's Different, Nothing's Changed, Juanita Solis)
(Everything's Different, Nothing's Changed, Darcy Rose Byrnes)
(Everything's Different, Nothing's Changed, Alex Cominis)
(Everything's Different, Nothing's Changed, Carlos Solis)
(Everything's Different, Nothing's Changed, Eva Longoria)
(Everything's Different, Nothing's Changed, Doug Savant)
(Everything's Different, Nothing's Changed, Renee)
(Everything's Different, Nothing's Changed, Paul Young)
(Everything's Different, Nothing's Changed, Shawn Pyfrom)
(Everything's Different, Nothing's Changed, Mitzi Kinsky)
(Everything's Different, Nothing's Changed, Mike)
(Everything's Different, Nothing's Changed, Felicity Huffman)
(Everything's Different, Nothing's Changed, Penny Scavo)
(Everything's Different, Nothing's Changed, Andrew)
(Everything's Different, Nothing's Changed, Aaron Lustig)
(Everything's Different, Nothing's Changed, Carlos)
(Everything's Different, Nothing's Changed, Todd Grinnell)
(Everything's Different, Nothing's Changed, Mindy Sterling)
(Everything's Different, Nothing's Changed, Tuc Watkins)
(Everything's Different, Nothing's Changed, Madison De La Garza)
(Everything's Different, Nothing's Changed, Lee McDermott)
(Everything's Different, Nothing's Changed, Desperate Housewives)
(Everything's Different, Nothing's Changed, Karen)
(Everything's Different, Nothing's Changed, Beth)
(Everything's Different, Nothing's Changed, Brenda Strong)
(Everything's Different, Nothing's Changed, Lynette Scavo)
(Everything's Different, Nothing's Changed, Harriet Sansom Harris)
(Everything's Different, Nothing's Changed, Mike Delfino)
(Everything's Different, Nothing's Changed, Mark Moses)
(Everything's Different, Nothing's Changed, Teri Hatcher)
(Everything's Different, Nothing's Changed, Kevin Rahm)
(Everything's Different, Nothing's Changed, MJ Delfino)
(Everything's Different, Nothing's Changed, Karen McCluskey)
(Brittany Kreiss, Uncredited extra)
(Brittany Kreiss, Chloe Pendergast)
(Brittany Kreiss, You'll Never Get Away From Me)
(Brittany Kreiss, Ida Greenberg)
(Brittany Kreiss, Marissa Ann McKay)
(Brittany Kreiss, Mary Alice Young)
(Victor Lang, My Husband, the Pig)
(Victor Lang, Gabrielle)
(Victor Lang, Liaisons)
(Victor Lang, Into the Woods)
(Victor Lang, S3)
(Victor Lang, Lucia Marquez)
(Victor Lang, Welcome to Kanagawa)
(Victor Lang, Samantha Lang)
(Victor Lang, Distant Past)
(Victor Lang, The Game)
(Victor Lang, Gabrielle Marquez)
(Victor Lang, What Would We Do Without You?)
(Victor Lang, Recurring character appearances)
(Victor Lang, Edie)
(Victor Lang, Gabrielle Lang)
(Victor Lang, Something's Coming)
(Victor Lang, Gaby)
(Victor Lang, Dress Big)
(Victor Lang, Milton Lang)
(Victor Lang, Susan)
(Victor Lang, 4349 Wisteria Lane)
(Victor Lang, Carlos)
(Victor Lang, If There's Anything I Can't Stand)
(Victor Lang, God, That's Good)
(Victor Lang, Season 3)
(Victor Lang, Now You Know)
(Victor Lang, John Rowland)
(Victor Lang, John Slattery)
(Victor Lang, Now I Know, Don't Be Scared)
(Victor Lang, S4)
(Victor Lang, You Can't Judge a Book by its Cover)
(Victor Lang, Season 4)
(Victor Lang, Getting Married Today)
(Victor Lang, Fairview)
(Victor Lang, Gabrielle Solis)
(Sweetheart, I Have to Confess, Parker Scavo)
(Sweetheart, I Have to Confess, Carolyn Bigsby)
(Sweetheart, I Have to Confess, Brent Kinsman)
(Sweetheart, I Have to Confess, David Grossman)
(Sweetheart, I Have to Confess, Kiersten Warren)
(Sweetheart, I Have to Confess, Danielle Van de Kamp)
(Sweetheart, I Have to Confess, Harvey Bigsby)
(Sweetheart, I Have to Confess, Nicollette Sheridan)
(Sweetheart, I Have to Confess, Desperate Housewives)
(Sweetheart, I Have to Confess, Bree Hodge)
(Sweetheart, I Have to Confess, Michael Bofshever)
(Sweetheart, I Have to Confess, Alma Hodge)
(Sweetheart, I Have to Confess, David Fabrizio)
(Sweetheart, I Have to Confess, Zane Huett)
(Sweetheart, I Have to Confess, Ernie Hudson)
(Sweetheart, I Have to Confess, Nora Huntington)
(Sweetheart, I Have to Confess, Michael Durrell)
(Sweetheart, I Have to Confess, Joy Lauren)
(Sweetheart, I Have to Confess, Orson Hodge)
(Sweetheart, I Have to Confess, Andrew Van De Kamp)
(Sweetheart, I Have to Confess, Kathryn Joosten)
(Sweetheart, I Have to Confess, Brian Kerwin)
(Sweetheart, I Have to Confess, Mary Alice Young)
(Sweetheart, I Have to Confess, Rachel Fox)
(Sweetheart, I Have to Confess, Dahvi Waller)
(Sweetheart, I Have to Confess, Valerie Mahaffey)
(Sweetheart, I Have to Confess, Tom Scavo)
(Sweetheart, I Have to Confess, Kayla Huntington)
(Sweetheart, I Have to Confess, Eva Longoria)
(Sweetheart, I Have to Confess, Gabrielle Solis)
(Sweetheart, I Have to Confess, Marcia Cross)
(Sweetheart, I Have to Confess, Andrew Van de Kamp)
(Sweetheart, I Have to Confess, Josh Henderson)
(Sweetheart, I Have to Confess, Tish Atherton)
(Sweetheart, I Have to Confess, Carlos Solis)
(Sweetheart, I Have to Confess, Ian Hainsworth)
(Sweetheart, I Have to Confess, James Denton)
(Sweetheart, I Have to Confess, Doug Savant)
(Sweetheart, I Have to Confess, Porter Scavo)
(Sweetheart, I Have to Confess, Teri Hatcher)
(Sweetheart, I Have to Confess, Myron Katzburg)
(Sweetheart, I Have to Confess, Austin McCann)
(Sweetheart, I Have to Confess, Edie Britt)
(Sweetheart, I Have to Confess, Ricardo Antonio Chavira)
(Sweetheart, I Have to Confess, Kenny Stevens)
(Sweetheart, I Have to Confess, Pat Crawford Brown)
(Sweetheart, I Have to Confess, Laurie Metcalf)
(Sweetheart, I Have to Confess, Felicity Huffman)
(Sweetheart, I Have to Confess, Andrea Bowen)
(Sweetheart, I Have to Confess, Monique Polier)
(Sweetheart, I Have to Confess, Shane Kinsman)
(Sweetheart, I Have to Confess, Brenda Strong)
(Sweetheart, I Have to Confess, Lynette Scavo)
(Sweetheart, I Have to Confess, Ida Greenberg)
(Sweetheart, I Have to Confess, Kyle MacLachlan)
(Sweetheart, I Have to Confess, Josh Senter)
(Sweetheart, I Have to Confess, Jill Brennan)
(Sweetheart, I Have to Confess, Shawn Pyfrom)
(Sweetheart, I Have to Confess, Preston Scavo)
(Sweetheart, I Have to Confess, Mike Delfino)
(Sweetheart, I Have to Confess, Dougray Scott)
(Sweetheart, I Have to Confess, Julie Mayer)
(Sweetheart, I Have to Confess, Susan Mayer)
(Sweetheart, I Have to Confess, Danielle Van De Kamp)
(Sweetheart, I Have to Confess, Karen McCluskey)
(Uncredited animal, Alberta Fromme)
(Uncredited animal, Parker Scavo)
(Uncredited animal, Desperate Housewives)
(Uncredited animal, Ellie Leonard)
(Uncredited animal, Gabrielle)
(Uncredited animal, Roxy)
(Uncredited animal, Carlos Solis)
(Uncredited animal, Toby)
(Uncredited animal, Ida Greenberg)
(Uncredited animal, Penny Scavo)
(Uncredited animal, Mike Delfino)
(Uncredited animal, Mr. Whiskers)
(Uncredited animal, Susan Mayer)
(Uncredited animal, Bongo)
(Uncredited animal, Karen McCluskey)
(Uncredited animal, Lynette Scavo)
(Uncredited animal, Scavo dog)
(Uncredited animal, Danny Farrell)
(Celia Weston, Desperate Housewives)
(Celia Weston, Season Four)
(Celia Weston, Season 4)
(Celia Weston, Adele Delfino)
(Cab Driver (What's to Discuss, Old Friend?), Cab Driver (8.10))
(Lonny Price, Let Me Entertain You)
(Lonny Price, I'm Still Here)
(Lonny Price, Season 6)
(Lonny Price, Chromolume No. 7)
(Lonny Price, Season 7)
(Lonny Price, How About a Friendly Shrink?)
(Lonny Price, Desperate housewives)
(2.23, Remember, Part 1)
(Robert Reinis, Detective (What's to Discuss, Old Friend?))
(Robert Reinis, What's to Discuss, Old Friend?)
(Robert Reinis, 8)
(Uncredited extra, Marcia Cross)
(Uncredited extra, You Could Drive a Person Crazy)
(Uncredited extra, Wayne Davis)
(Uncredited extra, Bree Hodge)
(Uncredited extra, My Husband, the Pig)
(Uncredited extra, Pilot)
(Uncredited extra, You'll Never Get Away From Me)
(Uncredited extra, Gary Cole)
(Uncredited extra, Doug Savant)
(Uncredited extra, Eddie Orlofsky)
(Uncredited extra, Porter Scavo)
(Uncredited extra, Karl Mayer)
(Uncredited extra, Suspicious Minds)
(Uncredited extra, Alejandro Perez)
(Uncredited extra, Tom Scavo)
(Uncredited extra, Page Kennedy)
(Uncredited extra, Rex Van de Kamp)
(Uncredited extra, Putting It Together)
(Uncredited extra, Nice is Different Than Good)
(Uncredited extra, Next)
(Uncredited extra, Tony Plana)
(Uncredited extra, Every Day a Little Death)
(Uncredited extra, Desperate Housewives)
(Uncredited extra, Richard Burgi)
(Uncredited extra, Dixie Carter)
(Uncredited extra, Josh Zuckerman)
(Uncredited extra, Steven Culp)
(Uncredited extra, Caleb Applewhite)
(Uncredited extra, Watch While I Revise the World)
(Uncredited extra, In Buddy's Eyes)
(Uncredited extra, Preston Scavo)
(Uncredited extra, Being Alive)
(Uncredited extra, Julie Mayer)
(Uncredited extra, Gloria Hodge)
(John Barrowman, Season Six)
(John Barrowman, Desperate Housewives)
(John Barrowman, We All Deserve to Die)
(John Barrowman, Patrick Logan)
(John Barrowman, Putting It Together)
(John Barrowman, My Two Young Men)
(Something's Coming, Lynette)
(Something's Coming, Parker Scavo)
(Something's Coming, Kyle MacLachlan)
(Something's Coming, Nathan Fillion)
(Something's Coming, Edie)
(Something's Coming, Liaisons)
(Something's Coming, Brent Kinsman)
(Something's Coming, David Grossman)
(Something's Coming, Nicollette Sheridan)
(Something's Coming, Shawn Pyfrom)
(Something's Coming, Distant Past)
(Something's Coming, Ricardo Antonio Chavira)
(Something's Coming, Sylvia Greene)
(Something's Coming, Gabrielle Lang)
(Something's Coming, Lynette's family)
(Something's Coming, John Pardee)
(Something's Coming, Tom)
(Something's Coming, Zane Huett)
(Something's Coming, Rachel Fox)
(Something's Coming, Ida)
(Something's Coming, Brenda Strong)
(Something's Coming, Susan)
(Something's Coming, Susan Delfino)
(Something's Coming, Joy Lauren)
(Something's Coming, Orson Hodge)
(Something's Coming, Mike Delfino)
(Something's Coming, Kathryn Joosten)
(Something's Coming, Dylan Mayfair)
(Something's Coming, Mary Alice Young)
(Something's Coming, John Slattery)
(Something's Coming, Wisteria Lane)
(Something's Coming, Joey Murphy)
(Something's Coming, Bree)
(Something's Coming, James Denton)
(Something's Coming, Desperate Housewives)
(Something's Coming, Darien and Kerstin Pinkerton)
(Something's Coming, Penny)
(Something's Coming, Marcia Cross)
(Something's Coming, Andrew Van de Kamp)
(Something's Coming, Bree Hodge)
(Something's Coming, Edie Britt)
(Something's Coming, Gabrielle)
(Something's Coming, Benjamin)
(Something's Coming, Kayla Scavo)
(Something's Coming, Carlos Solis)
(Something's Coming, Eva Longoria)
(Something's Coming, Doug Savant)
(Something's Coming, Adam)
(Something's Coming, Penny Scavo)
(Something's Coming, Porter Scavo)
(Something's Coming, Teri Hatcher)
(Something's Coming, Mike)
(Something's Coming, Victor)
(Something's Coming, Adam Mayfair)
(Something's Coming, Orson)
(Something's Coming, Carlos)
(Something's Coming, Gaby)
(Something's Coming, Pat Crawford Brown)
(Something's Coming, Dana Delany)
(Something's Coming, Felicity Huffman)
(Something's Coming, 4362 Wisteria Lane)
(Something's Coming, Andrea Bowen)
(Something's Coming, Karen)
(Something's Coming, Shane Kinsman)
(Something's Coming, Katherine Mayfair)
(Something's Coming, Melora Walters)
(Something's Coming, Katherine)
(Something's Coming, Ida Greenberg)
(Something's Coming, Dylan)
(Something's Coming, Tom Scavo)
(Something's Coming, Preston Scavo)
(Something's Coming, Sylvia)
(Something's Coming, Lyndsy Fonseca)
(Something's Coming, You Can't Judge a Book by its Cover)
(Something's Coming, Julie Mayer)
(Something's Coming, Victor Lang)
(Something's Coming, Danielle Van de Kamp)
(Something's Coming, Lynette Scavo)
(Something's Coming, Karen McCluskey)
(Elanor Mason, Eleanor Mason)
(1.11, Move On)
(Detective Ridley, Monique Polier)
(Detective Ridley, The Little Things You Do Together)
(Detective Ridley, It Takes Two)
(Detective Ridley, Season 3)
(Detective Ridley, S3)
(Detective Ridley, Ernie Hudson)
(Detective Ridley, Recurring character appearances)
(Detective Ridley, Fairview)
(Paul, Paul Young)
(6.14, The Glamorous Life)
(Technician (2.03), George Williams)
(Technician (2.03), Phil Abrams)
(Technician (2.03), You'll Never Get Away From Me)
(Technician (2.03), Bree Van de Kamp)
(Technician (2.03), Rex)
(Technician (2.03), Detective Barton)
(Gabrielle Solis (new), Gabrielle Solis)
(Eva Longoria Parker, Eva Longoria)
(Mary Alice's family, Kendra Taylor)
(Mary Alice's family, Martha Huber)
(Mary Alice's family, 7)
(Mary Alice's family, 1)
(Mary Alice's family, 4352 Wisteria Lane)
(Mary Alice's family, 6)
(Mary Alice's family, Paul Young)
(Mary Alice's family, Mary Alice Young)
(Mary Alice's family, Paul)
(Mary Alice's family, Pilot)
(Mary Alice's family, Desperate Housewives)
(Mary Alice's family, 2)
(Mary Alice's family, Beth)
(Mary Alice's family, Deirdre Taylor)
(Mary Alice's family, Beth's goldfish)
(Mary Alice's family, Beth Young)
(Mary Alice's family, Wisteria Lane)
(Mary Alice's family, Mike Delfino)
(Mary Alice's family, Susan's family)
(Mary Alice's family, Noah Taylor)
(Mary Alice's family, 4353 Wisteria Lane)
(Mary Alice's family, Felicia Tilman)
(Mary Alice's family, Zach Young)
(Gabrielle's Closet, Finishing the Hat)
(Gabrielle's Closet, Cumberly's)
(Gabrielle's Closet, Gabrielle)
(Gabrielle's Closet, Carlos Solis)
(Gabrielle's Closet, Season 8)
(Gabrielle's Closet, Mary Alice Young)
(Gabrielle's Closet, Gabrielle Solis)
(Hunter Allan, Andrew Van de Kamp)
(Hunter Allan, Desperate Housewives)
(Hunter Allan, 2)
(Monique Pollier, Monique Polier)
(The God-Why-Don't-You-Love-Me Blues, Ana Solis)
(The God-Why-Don't-You-Love-Me Blues, Parker Scavo)
(The God-Why-Don't-You-Love-Me Blues, Celia Solis)
(The God-Why-Don't-You-Love-Me Blues, Maiara Walsh)
(The God-Why-Don't-You-Love-Me Blues, Bree Van de Kamp)
(The God-Why-Don't-You-Love-Me Blues, Shawn Pyfrom)
(The God-Why-Don't-You-Love-Me Blues, Andrea Bowen)
(The God-Why-Don't-You-Love-Me Blues, Daniella Baltodano)
(The God-Why-Don't-You-Love-Me Blues, Tom Scavo)
(The God-Why-Don't-You-Love-Me Blues, Mary Alice Young)
(The God-Why-Don't-You-Love-Me Blues, Angie Bolen)
(The God-Why-Don't-You-Love-Me Blues, Susan Delfino)
(The God-Why-Don't-You-Love-Me Blues, Charlie Carver)
(The God-Why-Don't-You-Love-Me Blues, Joshua Logan Moore)
(The God-Why-Don't-You-Love-Me Blues, Brenda Strong)
(The God-Why-Don't-You-Love-Me Blues, Teri Hatcher)
(The God-Why-Don't-You-Love-Me Blues, Orson Hodge)
(The God-Why-Don't-You-Love-Me Blues, Alexandra Cunningham)
(The God-Why-Don't-You-Love-Me Blues, Kathryn Joosten)
(The God-Why-Don't-You-Love-Me Blues, John Rowland)
(The God-Why-Don't-You-Love-Me Blues, David Warren)
(The God-Why-Don't-You-Love-Me Blues, Julie Mayer)
(The God-Why-Don't-You-Love-Me Blues, Nick Bolen)
(The God-Why-Don't-You-Love-Me Blues, James Denton)
(The God-Why-Don't-You-Love-Me Blues, Kendall Applegate)
(The God-Why-Don't-You-Love-Me Blues, Danny Bolen)
(The God-Why-Don't-You-Love-Me Blues, Gabrielle Solis)
(The God-Why-Don't-You-Love-Me Blues, Marcia Cross)
(The God-Why-Don't-You-Love-Me Blues, Andrew Van de Kamp)
(The God-Why-Don't-You-Love-Me Blues, Jeffrey Nordling)
(The God-Why-Don't-You-Love-Me Blues, Juanita Solis)
(The God-Why-Don't-You-Love-Me Blues, Beau Mirchoff)
(The God-Why-Don't-You-Love-Me Blues, Carlos Solis)
(The God-Why-Don't-You-Love-Me Blues, Doug Savant)
(The God-Why-Don't-You-Love-Me Blues, Eva Longoria)
(The God-Why-Don't-You-Love-Me Blues, Eddie Orlofsky)
(The God-Why-Don't-You-Love-Me Blues, Penny Scavo)
(The God-Why-Don't-You-Love-Me Blues, Porter Scavo)
(The God-Why-Don't-You-Love-Me Blues, Drea de Matteo)
(The God-Why-Don't-You-Love-Me Blues, Mason Vale Cotton)
(The God-Why-Don't-You-Love-Me Blues, Ricardo Antonio Chavira)
(The God-Why-Don't-You-Love-Me Blues, Dana Delany)
(The God-Why-Don't-You-Love-Me Blues, Felicity Huffman)
(The God-Why-Don't-You-Love-Me Blues, Jesse Metcalfe)
(The God-Why-Don't-You-Love-Me Blues, Desperate Housewives)
(The God-Why-Don't-You-Love-Me Blues, Katherine Mayfair)
(The God-Why-Don't-You-Love-Me Blues, Josh Zuckerman)
(The God-Why-Don't-You-Love-Me Blues, Kyle MacLachlan)
(The God-Why-Don't-You-Love-Me Blues, Mike Delfino)
(The God-Why-Don't-You-Love-Me Blues, Being Alive)
(The God-Why-Don't-You-Love-Me Blues, Madison De La Garza)
(The God-Why-Don't-You-Love-Me Blues, MJ Delfino)
(The God-Why-Don't-You-Love-Me Blues, Lynette Scavo)
(The God-Why-Don't-You-Love-Me Blues, Karen McCluskey)
(Brent White, Move On)
(Brent White, Desperate Housewives)
(Brent White, Love is in the Air)
(Roberta, Roberta Simonds)
(5.09, Me and My Town)
(3.09, Beautiful Girls)
(Mindy Ferrara, Coming Home)
(Mindy Ferrara, S2)
(Mindy Ferrara, Ed Ferrara)
(Administrator (8.09), S8)
(Administrator (8.09), J.J. Boone)
(Administrator (8.09), Jimmy Manzani)
(Administrator (8.09), Putting It Together)
(Danielle Katz, Danielle Van de Kamp)
(Coming Home, Lynette)
(Coming Home, Matthew Applewhite)
(Coming Home, Cody Kasch)
(Coming Home, Brent Kinsman)
(Coming Home, Carol Prudy)
(Coming Home, Addison Prudy)
(Coming Home, Ed Ferrara)
(Coming Home, Nicollette Sheridan)
(Coming Home, Jeff Doucette)
(Coming Home, Desperate Housewives)
(Coming Home, Page Kennedy)
(Coming Home, Curtis Monroe)
(Coming Home, Parker Scavo)
(Coming Home, Paul)
(Coming Home, Kurt Fuller)
(Coming Home, Zane Huett)
(Coming Home, Sister Mary Bernard)
(Coming Home, Gabrielle)
(Coming Home, That's Good, That's Bad)
(Coming Home, Detective Barton)
(Coming Home, Susan)
(Coming Home, Joy Lauren)
