removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Kyle MacLachlan,1833,12678,6.916530278232406,6.916530278232406,11,4.2776637387489505,1207
Dave Williams,1832,12574,6.86353711790393,6.86353711790393,11,4.293912711629198,1201
Jason Ganzel,1831,12471,6.811032222829055,6.811032222829055,11,4.30712816235752,1200
Larry Shaw,1830,12370,6.759562841530054,6.759562841530054,11,4.36032600901419,1199
Brent Kinsman,1829,12269,6.708037178786222,6.708037178786222,11,4.36032600901419,1199
John Rowland,1828,12170,6.657549234135668,6.657549234135668,11,4.3870524974643965,1197
Shane Kinsman,1827,12071,6.607006020799124,6.607006020799124,11,4.3870524974643965,1197
Putting It Together,1826,11973,6.556955093099671,6.556955093099671,11,4.3815171564990445,1173
Bree Hodge,1825,11876,6.507397260273972,6.507397260273972,11,4.3815171564990445,1173
Kayla Scavo,1824,11779,6.457785087719298,6.457785087719298,11,4.4010694322572865,1167
With So Little to Be Sure Of,1823,11685,6.409764125068568,6.409764125068568,11,4.442591657092276,1159
You Take for Granted,1822,11591,6.361690450054884,6.361690450054884,11,4.463897556000453,1151
Angie Bolen,1821,11497,6.313563975837452,6.313563975837452,11,4.470018912680625,1147
Betty Applewhite,1820,11406,6.267032967032967,6.267032967032967,11,4.48648508097327,1144
The People Will Hear,1819,11315,6.220450797141287,6.220450797141287,11,4.500530970945269,1128
Fairview,1818,11226,6.1749174917491745,6.1749174917491745,11,4.509603192302791,1121
Next,1817,11137,6.129334067143644,6.129334067143644,11,4.517216671631337,1115
Zane Huett,1816,11050,6.084801762114537,6.084801762114537,11,4.517216671631337,1115
Martha Huber,1815,10963,6.040220385674931,6.040220385674931,11,4.540811378435141,1111
Celia Solis,1814,10876,5.995589856670342,5.995589856670342,11,4.561445249774981,1107
Brian Alexander,1813,10790,5.95146166574738,5.95146166574738,11,4.565262287972638,1106
Joy Lauren,1812,10704,5.9072847682119205,5.9072847682119205,11,4.565262287972638,1106
Mike,1811,10619,5.863611264494755,5.863611264494755,11,4.565262287972638,1106
Paige Scavo,1810,10535,5.820441988950276,5.820441988950276,11,4.59040449995864,1100
Felicia Tilman,1809,10452,5.777777777777778,5.777777777777778,11,4.623993054686,1095
Jeff Greenstein,1808,10369,5.735066371681416,5.735066371681416,11,4.638751503250702,1094
Matt Berry,1807,10287,5.6928610957387935,5.6928610957387935,11,4.661121053390038,1093
Mark Moses,1806,10206,5.651162790697675,5.651162790697675,11,4.661121053390038,1093
Madison De La Garza,1805,10125,5.609418282548477,5.609418282548477,11,4.666336750224943,1091
Tom,1804,10045,5.568181818181818,5.568181818181818,11,4.666336750224943,1091
Danny Bolen,1803,9966,5.527454242928453,5.527454242928453,11,4.672937016342876,1088
