removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Flora in the World of Avatar,1784,9108,5.105381165919282,5.105381165919282,0,3.9590140678567205,770
The Avatar State,1783,9042,5.071228266965788,5.071228266965788,0,3.973545188556567,769
Writing in the World of Avatar,1782,8976,5.037037037037037,5.037037037037037,0,3.9852435618562714,764
Tenzin,1781,8910,5.002807411566535,5.002807411566535,0,3.990026972819697,761
The Serpent's Pass,1780,8844,4.968539325842697,4.968539325842697,0,3.9981088851112943,759
The Western Air Temple,1779,8780,4.935356942102304,4.935356942102304,0,4.007476394460846,758
Zuko's ship,1778,8716,4.902137232845894,4.902137232845894,0,4.0189862994498755,756
Tui,1777,8653,4.869442881260552,4.869442881260552,0,4.02617738507211,755
Technology in the World of Avatar,1776,8591,4.837274774774775,4.837274774774775,0,4.040003427029266,749
The Drill,1775,8530,4.805633802816901,4.805633802816901,0,4.050157735499639,747
Jet (episode),1774,8469,4.773957158962796,4.773957158962796,0,4.06063659427461,746
Aang (games),1773,8408,4.74224478285392,4.74224478285392,0,4.060507387950621,744
Arts in the World of Avatar,1772,8347,4.710496613995486,4.710496613995486,0,4.093261480103585,741
History of Katara (85 AG - 100 AG),1771,8286,4.67871259175607,4.67871259175607,0,4.093261480103585,741
The Avatar and the Fire Lord,1770,8226,4.647457627118644,4.647457627118644,0,4.110086141456814,739
The Southern Raiders,1769,8166,4.616167326172979,4.616167326172979,0,4.126408274481455,735
Return to Omashu,1768,8107,4.585407239819005,4.585407239819005,0,4.150804242205709,734
History of Sokka (84 AG - 100 AG),1767,8048,4.55461233729485,4.55461233729485,0,4.150804242205709,734
History of Aang (Summer 100 AG),1766,7989,4.523782559456398,4.523782559456398,0,4.150804242205709,734
The Storm,1765,7931,4.493484419263456,4.493484419263456,0,4.181282102893268,733
Avatar: The Last Airbender—The Art of the Animated Series,1764,7873,4.463151927437642,4.463151927437642,0,4.212120757828458,731
Organizations in the World of Avatar,1763,7816,4.433352240499149,4.433352240499149,0,4.234564453310535,726
